Symbol,Ferroptosis,UPR,Mitochondrial,TF,TF_Cof,Age
SPIC,no,no,no,yes,no,no
BCL11A,no,no,no,yes,no,no
ZNF732,no,no,no,yes,no,no
ZNF251,no,no,no,yes,no,no
FOSB,no,no,no,yes,no,no
STAT1,no,no,no,yes,no,no
ZNF426,no,no,no,yes,no,no
ZNF146,no,no,no,yes,no,no
ZNF219,no,no,no,yes,no,no
TAL2,no,no,no,yes,no,no
ZNF444,no,no,no,yes,no,no
BARX1,no,no,no,yes,no,no
ZSCAN9,no,no,no,yes,no,no
PROX1,no,no,no,yes,no,no
SP4,no,no,no,yes,no,no
ZNF662,no,no,no,yes,no,no
ZNF16,no,no,no,yes,no,no
ZNF493,no,no,no,yes,no,no
ARID1A,no,no,no,yes,no,no
WT1,no,no,no,yes,no,no
DMRTA2,no,no,no,yes,no,no
HELT,no,no,no,yes,no,no
ZNF341,no,no,no,yes,no,no
ZNF506,no,no,no,yes,no,no
ZNF212,no,no,no,yes,no,no
HOXD4,no,no,no,yes,no,no
ZNF222,no,no,no,yes,no,no
ZNF664,no,no,no,yes,no,no
NKX2-1,no,no,no,yes,no,no
TFDP2,no,no,no,yes,no,no
EGR3,no,no,no,yes,no,no
ZBTB20,no,no,no,yes,no,no
HESX1,no,no,no,yes,no,no
NPAS2,no,no,no,yes,no,no
HMGA1,no,no,no,yes,no,no
ZNF627,no,no,no,yes,no,no
FOSL2,no,no,no,yes,no,no
BAZ2B,no,no,no,yes,no,no
ZNF274,no,no,no,yes,no,no
SNAPC4,no,no,no,yes,no,no
NKX1-1,no,no,no,yes,no,no
SIX6,no,no,no,yes,no,no
ZNF613,no,no,no,yes,no,no
PROP1,no,no,no,yes,no,yes
WDHD1,no,no,no,yes,no,no
MEF2D,no,no,no,yes,no,no
OVOL2,no,no,no,yes,no,no
LHX1,no,no,no,yes,no,no
E4F1,no,no,no,yes,no,no
ZNF766,no,no,no,yes,no,no
SOX4,no,no,no,yes,no,no
ZNF43,no,no,no,yes,no,no
IRX3,no,no,no,yes,no,no
KLF18,no,no,no,yes,no,no
FOXA3,no,no,no,yes,no,no
HLF,no,no,no,yes,no,no
ZNF517,no,no,no,yes,no,no
ZNF891,no,no,no,yes,no,no
ZNF546,no,no,no,yes,no,no
HOMEZ,no,no,no,yes,no,no
FOXF1,no,no,no,yes,no,no
ZNF300,no,no,no,yes,no,no
RUNX1,no,no,no,yes,no,no
DMRTC2,no,no,no,yes,no,no
ZBTB37,no,no,no,yes,no,no
RFX5,no,no,no,yes,no,no
IRX6,no,no,no,yes,no,no
GBX1,no,no,no,yes,no,no
CPHXL,no,no,no,yes,no,no
ZBTB8A,no,no,no,yes,no,no
ISL1,no,no,no,yes,no,no
ZNF134,no,no,no,yes,no,no
IKZF1,no,no,no,yes,no,no
BHLHE22,no,no,no,yes,no,no
NPAS4,no,no,no,yes,no,no
ZNF333,no,no,no,yes,no,no
ZNF831,no,no,no,yes,no,no
EN1,no,no,no,yes,no,no
ZNF737,no,no,no,yes,no,no
ZNF296,no,no,no,yes,no,no
HOXC8,no,no,no,yes,no,no
ZNF705E,no,no,no,yes,no,no
STAT5A,no,no,no,yes,no,no
MIER3,no,no,no,yes,no,no
TEAD2,no,no,no,yes,no,no
ZNF331,no,no,no,yes,no,no
TCF23,no,no,no,yes,no,no
HOXD11,no,no,no,yes,no,no
SP3,no,no,no,yes,no,no
HNF1B,no,no,no,yes,no,no
ZNF781,no,no,no,yes,no,no
SIX1,no,no,no,yes,no,no
ZNF701,no,no,no,yes,no,no
HIVEP2,no,no,no,yes,no,no
ZNF214,no,no,no,yes,no,no
PAX3,no,no,no,yes,no,no
MSGN1,no,no,no,yes,no,no
TADA2A,no,no,no,yes,no,no
SIX2,no,no,no,yes,no,no
USF1,no,no,no,yes,no,no
ZNF484,no,no,no,yes,no,no
TPRX1,no,no,no,yes,no,no
HOXA6,no,no,no,yes,no,no
MYRF,no,no,no,yes,no,no
ZBTB34,no,no,no,yes,no,no
VSX1,no,no,no,yes,no,no
MEIOSIN,no,no,no,yes,no,no
ZNF100,no,no,no,yes,no,no
ZBTB49,no,no,no,yes,no,no
SMAD6,no,no,no,yes,no,no
RAX2,no,no,no,yes,no,no
MBD4,no,no,no,yes,no,no
HES4,no,no,no,yes,no,no
ZNF180,no,no,no,yes,no,no
CSDE1,no,no,no,yes,no,no
DLX5,no,no,no,yes,no,no
ZNF177,no,no,no,yes,no,no
NFIB,no,no,no,yes,no,no
TFAP2D,no,no,no,yes,no,no
ZNF334,no,no,no,yes,no,no
NR2F1,no,no,no,yes,no,no
ZNF880,no,no,no,yes,no,no
MIXL1,no,no,no,yes,no,no
DMRTB1,no,no,no,yes,no,no
MEOX2,no,no,no,yes,no,no
ELK3,no,no,no,yes,no,no
IRX5,no,no,no,yes,no,no
ZNF562,no,no,no,yes,no,no
SIX3,no,no,no,yes,no,no
ZSCAN12,no,no,no,yes,no,no
ZNF101,no,no,no,yes,no,no
ZNF587B,no,no,no,yes,no,no
HDX,no,no,no,yes,no,no
ZNF569,no,no,no,yes,no,no
SMAD2,no,no,no,yes,no,no
ZNF829,no,no,no,yes,no,no
NEUROD2,no,no,no,yes,no,no
ZFP90,no,no,no,yes,no,no
TBX21,no,no,no,yes,no,no
ZSCAN4,no,no,no,yes,no,no
ZNF727,no,no,no,yes,no,no
HMG20B,no,no,no,yes,no,no
ZFP64,no,no,no,yes,no,no
L3MBTL4,no,no,no,yes,no,no
IKZF5,no,no,no,yes,no,no
NEUROG2,no,no,no,yes,no,no
ZNF440,no,no,no,yes,no,no
MEIS2,no,no,no,yes,no,no
GTF2IRD2,no,no,no,yes,no,no
ARID5B,no,no,no,yes,no,no
TRERF1,no,no,no,yes,no,no
THAP8,no,no,no,yes,no,no
ZNF404,no,no,no,yes,no,no
MYNN,no,no,no,yes,no,no
ZNF324B,no,no,no,yes,no,no
ATF7-NPFF,no,no,no,yes,no,no
ONECUT3,no,no,no,yes,no,no
HIF3A,no,no,no,yes,no,no
ZNF502,no,no,no,yes,no,no
ZNF567,no,no,no,yes,no,no
ZSCAN20,no,no,no,yes,no,no
VENTX,no,no,no,yes,no,no
FEZF1,no,no,no,yes,no,no
ZNF668,no,no,no,yes,no,no
ZNF66,no,no,no,yes,no,no
ZFP36L1,no,no,no,yes,no,no
ZNF24,no,no,no,yes,no,no
ZNF160,no,no,no,yes,no,no
ZNF630,no,no,no,yes,no,no
ERF,no,no,no,yes,no,no
ZNF207,no,no,no,yes,no,no
PRDM11,no,no,no,yes,no,no
BCLAF1,no,no,no,yes,no,no
ZNF280C,no,no,no,yes,no,no
PARP12,no,no,no,yes,no,no
GPBP1,no,no,no,yes,no,no
RFXANK,no,no,no,yes,no,no
MLLT10,no,no,no,yes,no,no
ADNP2,no,no,no,yes,no,no
CAPN15,no,no,no,yes,no,no
GABPB1,no,no,no,yes,no,no
MYEF2,no,no,no,yes,no,no
TAX1BP1,no,no,no,yes,no,no
AKNA,no,no,no,yes,no,no
CREBL2,no,no,no,yes,no,no
CEBPZ,no,no,no,yes,no,no
PLEK,no,no,no,yes,no,no
SFPQ,no,no,no,yes,no,no
GON4L,no,no,no,yes,no,no
PHTF1,no,no,no,yes,no,no
BLZF1,no,no,no,yes,no,no
ZNF706,no,no,no,yes,no,no
KIAA1549,no,no,no,yes,no,no
ZNFX1,no,no,no,yes,no,no
SLC2A4RG,no,no,no,yes,no,no
RBCK1,no,no,no,yes,no,no
YEATS4,no,no,no,yes,no,no
CASZ1,no,no,no,yes,no,no
CC2D1A,no,no,no,yes,no,no
ZNF414,no,no,no,yes,no,no
XPA,no,no,no,yes,no,yes
TCF19,no,no,no,yes,no,no
ZNF280D,no,no,no,yes,no,no
SMARCAL1,no,no,no,yes,no,no
CARF,no,no,no,yes,no,no
TCF25,no,no,no,yes,no,no
ZNF750,no,no,no,yes,no,no
GABPB2,no,no,no,yes,no,no
TMF1,no,no,no,yes,no,no
LYAR,no,no,no,yes,no,no
PURB,no,no,no,yes,no,no
CIZ1,no,no,no,yes,no,no
ANKRD30A,no,no,no,yes,no,no
THYN1,no,no,no,yes,no,no
SETBP1,no,no,no,yes,no,no
AHCTF1,no,no,no,yes,no,no
MIDEAS,no,no,no,yes,no,no
GATAD1,no,no,no,yes,no,no
SON,no,no,no,yes,no,no
GPBP1L1,no,no,no,yes,no,no
ZNF326,no,no,no,yes,no,no
SPZ1,no,no,no,yes,no,no
FAM170A,no,no,no,yes,no,no
ZNF704,no,no,no,yes,no,no
ZNF503,no,no,no,yes,no,no
RAG1,no,no,no,yes,no,no
ZNF608,no,no,no,yes,no,no
ZNF280A,no,no,no,yes,no,no
CNBP,no,no,no,yes,no,no
NFRKB,no,no,no,yes,no,no
ZNF318,no,no,no,yes,no,no
PURG,no,no,no,yes,no,no
MAF1,no,no,no,yes,no,no
ZNF609,no,no,no,yes,no,no
DMRTC1B,no,no,no,yes,no,no
PURA,no,no,no,yes,no,no
NKRF,no,no,no,yes,no,no
ZNF395,no,no,no,yes,no,no
PLSCR1,no,no,no,yes,no,no
ZGPAT,no,no,no,yes,no,no
ZNF511,no,no,no,yes,no,no
L3MBTL3,no,no,no,yes,no,no
CPEB1,no,no,no,yes,no,no
ZNF487,no,no,no,yes,no,no
NME2,no,no,no,yes,no,no
ZNF488,no,no,no,yes,no,no
DMRTC1,no,no,no,yes,no,no
ZNF280B,no,no,no,yes,no,no
DVL2,no,no,no,no,yes,no
DHX33,no,no,no,no,yes,no
MSL3,no,no,no,no,yes,no
CREBBP,no,no,no,no,yes,no
KMT2E,no,no,no,no,yes,no
MYCBP2,no,no,no,no,yes,no
KDM7A,no,no,no,no,yes,no
PAF1,no,no,no,no,yes,no
SS18L2,no,no,no,no,yes,no
MED24,no,no,no,no,yes,no
TENM1,no,no,no,no,yes,no
BAZ1B,no,no,no,no,yes,no
SCMH1,no,no,no,no,yes,no
MBTD1,no,no,no,no,yes,no
DPF1,no,no,no,no,yes,no
KDM5D,no,no,no,no,yes,no
CALCOCO1,no,no,no,no,yes,no
RNF14,no,no,no,no,yes,no
YAF2,no,no,no,no,yes,no
ZMYND11,no,no,no,no,yes,no
WWTR1,no,no,no,no,yes,no
MNAT1,no,no,no,no,yes,no
RNF10,no,no,no,no,yes,no
STRAP,no,no,no,no,yes,no
DEPDC1,no,no,no,no,yes,no
PHF20,no,no,no,no,yes,no
TBPL1,no,no,no,no,yes,no
MED17,no,no,no,no,yes,no
TPR,no,no,no,no,yes,no
HDAC9,no,no,no,no,yes,no
RSF1,no,no,no,no,yes,no
ARHGEF5,no,no,no,no,yes,no
NRIP2,no,no,no,no,yes,no
THRAP3,no,no,no,no,yes,no
PHF21B,no,no,no,no,yes,no
TARBP1,no,no,no,no,yes,no
CTDP1,no,no,no,no,yes,no
CCAR1,no,no,no,no,yes,no
HDAC7,no,no,no,no,yes,no
LZTS1,no,no,no,no,yes,no
SFSWAP,no,no,no,no,yes,no
MED29,no,no,no,no,yes,no
RNF4,no,no,no,no,yes,no
TAF2,no,no,no,no,yes,no
HIPK2,no,no,no,no,yes,no
EYA2,no,no,no,no,yes,no
DDX20,no,no,no,no,yes,no
TAF11,no,no,no,no,yes,no
SPEN,no,no,no,no,yes,no
TLE2,no,no,no,no,yes,no
CDK13,no,no,no,no,yes,no
SMARCD1,no,no,no,no,yes,no
KDM4A,no,no,no,no,yes,no
FGFR2,no,no,no,no,yes,no
DNTTIP2,no,no,no,no,yes,no
TP53BP1,no,no,no,no,yes,no
HYAL2,no,no,no,no,yes,no
HDAC4,no,no,no,no,yes,no
BCL3,no,no,no,no,yes,no
ELP1,no,no,no,no,yes,no
JMJD6,no,no,no,no,yes,no
CSNK2A2,no,no,no,no,yes,no
CAMK2A,no,no,no,no,yes,no
ING3,no,no,no,no,yes,no
LMCD1,no,no,no,no,yes,no
TRIP13,no,no,no,no,yes,no
HLTF,no,no,no,no,yes,no
ACTN1,no,no,no,no,yes,no
FBXW11,no,no,no,no,yes,no
KDM5A,no,no,no,no,yes,no
PICALM,no,no,no,no,yes,no
EED,no,no,no,no,yes,no
TSG101,no,no,no,no,yes,no
ENO1,no,no,no,no,yes,no
ACTR6,no,no,no,no,yes,no
ZNF638,no,no,no,no,yes,no
ACTL6B,no,no,no,no,yes,no
ACTN2,no,no,no,no,yes,no
JADE1,no,no,no,no,yes,no
FGFR1,no,no,no,no,yes,no
CBFA2T2,no,no,no,no,yes,no
ITCH,no,no,no,no,yes,no
RUNX1T1,no,no,no,no,yes,no
DDX1,no,no,no,no,yes,no
SMARCA2,no,no,no,no,yes,no
SRCAP,no,no,no,no,yes,no
RBL1,no,no,no,no,yes,no
SMARCD3,no,no,no,no,yes,no
CCNT2,no,no,no,no,yes,no
KAT6A,no,no,no,no,yes,no
TDRD3,no,no,no,no,yes,no
PPIE,no,no,no,no,yes,no
ATRX,no,no,no,no,yes,no
RRN3,no,no,no,no,yes,no
TXLNG,no,no,no,no,yes,no
TRIP6,no,no,no,no,yes,no
NLK,no,no,no,no,yes,no
ATXN7L3,no,no,no,no,yes,no
CNOT3,no,no,no,no,yes,no
DNMT3B,no,no,no,no,yes,no
XRN2,no,no,no,no,yes,no
TESC,no,no,no,no,yes,no
ESF1,no,no,no,no,yes,no
KDM2B,no,no,no,no,yes,no
BIRC5,no,no,no,no,yes,no
CCNK,no,no,no,no,yes,no
SLC26A3,no,no,no,no,yes,no
HNRNPC,no,no,no,no,yes,no
SUPT16H,no,no,no,no,yes,no
TBL1Y,no,no,no,no,yes,no
EZR,no,no,no,no,yes,no
AGO1,no,no,no,no,yes,no
BTAF1,no,no,no,no,yes,no
WAC,no,no,no,no,yes,no
MACROH2A2,no,no,no,no,yes,no
MED15,no,no,no,no,yes,no
CECR2,no,no,no,no,yes,no
HIRA,no,no,no,no,yes,no
DDX17,no,no,no,no,yes,no
TCF20,no,no,no,no,yes,no
THOC5,no,no,no,no,yes,no
CBX7,no,no,no,no,yes,no
RBFOX2,no,no,no,no,yes,no
TAB1,no,no,no,no,yes,no
ASCC2,no,no,no,no,yes,no
L3MBTL2,no,no,no,no,yes,no
PHF5A,no,no,no,no,yes,no
BRD1,no,no,no,no,yes,no
HDAC10,no,no,no,no,yes,no
SNW1,no,no,no,no,yes,no
TRIP11,no,no,no,no,yes,no
ARHGAP5,no,no,no,no,yes,no
CHD8,no,no,no,no,yes,no
NFKBIA,no,no,no,no,yes,no
BRMS1L,no,no,no,no,yes,no
ZMYND8,no,no,no,no,yes,no
PABPC1L,no,no,no,no,yes,no
NELFCD,no,no,no,no,yes,no
PRPF6,no,no,no,no,yes,no
MRGBP,no,no,no,no,yes,no
HCK,no,no,no,no,yes,no
RPRD1B,no,no,no,no,yes,no
ACTR5,no,no,no,no,yes,no
LPIN2,no,no,no,no,yes,no
RBBP8,no,no,no,no,yes,no
TBL1X,no,no,no,no,yes,no
SUV39H1,no,no,no,no,yes,no
XIAP,no,no,no,no,yes,no
RBBP7,no,no,no,no,yes,no
PQBP1,no,no,no,no,yes,no
HTATSF1,no,no,no,no,yes,no
VGLL1,no,no,no,no,yes,no
TAF7L,no,no,no,no,yes,no
SUPT20H,no,no,no,no,yes,no
RGCC,no,no,no,no,yes,no
TRADD,no,no,no,no,yes,no
ARL2BP,no,no,no,no,yes,no
SETD6,no,no,no,no,yes,no
AXIN1,no,no,no,no,yes,no
TAF1C,no,no,no,no,yes,no
CRYM,no,no,no,no,yes,no
ELOB,no,no,no,no,yes,no
RBL2,no,no,no,no,yes,no
PYCARD,no,no,no,no,yes,no
KAT8,no,no,no,no,yes,no
TRIP4,no,no,no,no,yes,no
BRF2,no,no,no,no,yes,no
EYA1,no,no,no,no,yes,no
STK3,no,no,no,no,yes,no
CHRAC1,no,no,no,no,yes,no
NFKBIB,no,no,no,no,yes,no
PIH1D1,no,no,no,no,yes,no
ERCC2,no,no,no,no,yes,yes
DOT1L,no,no,no,no,yes,no
TLE5,no,no,no,no,yes,no
MED25,no,no,no,no,yes,no
SNAPC2,no,no,no,no,yes,no
ASF1B,no,no,no,no,yes,no
MED26,no,no,no,no,yes,no
CCNE1,no,no,no,no,yes,no
URI1,no,no,no,no,yes,no
DYRK1B,no,no,no,no,yes,no
MIER2,no,no,no,no,yes,no
PIK3R2,no,no,no,no,yes,no
ELL,no,no,no,no,yes,no
CRTC1,no,no,no,no,yes,no
MTPN,no,no,no,no,yes,no
BUD31,no,no,no,no,yes,no
TAF6,no,no,no,no,yes,no
EZH2,no,no,no,no,yes,no
SFRP4,no,no,no,no,yes,no
TLE4,no,no,no,no,yes,no
ENG,no,no,no,no,yes,no
KDM4C,no,no,no,no,yes,no
KANK1,no,no,no,no,yes,no
EDF1,no,no,no,no,yes,no
PDLIM1,no,no,no,no,yes,no
NPM3,no,no,no,no,yes,no
SUFU,no,no,no,no,yes,no
EDRF1,no,no,no,no,yes,no
TRIM37,no,no,no,no,yes,no
RECQL5,no,no,no,no,yes,no
MED13,no,no,no,no,yes,no
RASD1,no,no,no,no,yes,no
RAI1,no,no,no,no,yes,no
MED31,no,no,no,no,yes,no
SMARCD2,no,no,no,no,yes,no
KAT2A,no,no,no,no,yes,no
EZH1,no,no,no,no,yes,no
HDAC5,no,no,no,no,yes,no
SUPT6H,no,no,no,no,yes,no
PHF12,no,no,no,no,yes,no
ELP4,no,no,no,no,yes,no
LPXN,no,no,no,no,yes,no
KMT5B,no,no,no,no,yes,no
RNF141,no,no,no,no,yes,no
BIRC2,no,no,no,no,yes,no
CBL,no,no,no,no,yes,no
HIPK3,no,no,no,no,yes,no
AIP,no,no,no,no,yes,no
NUP98,no,no,no,no,yes,no
GTF2H1,no,no,no,no,yes,no
POU2AF1,no,no,no,no,yes,no
PRMT8,no,no,no,no,yes,no
CDKN1B,no,no,no,no,yes,no
GTF2H3,no,no,no,no,yes,no
TIMELESS,no,no,no,no,yes,no
CHD4,no,no,no,no,yes,no
ING4,no,no,no,no,yes,no
ATN1,no,no,no,no,yes,no
SUDS3,no,no,no,no,yes,no
HCFC2,no,no,no,no,yes,no
BTN3A3,no,no,no,no,yes,no
TDP2,no,no,no,no,yes,no
FRK,no,no,no,no,yes,no
MAK,no,no,no,no,yes,no
ASF1A,no,no,no,no,yes,no
NCOA7,no,no,no,no,yes,no
RNF8,no,no,no,no,yes,no
ZNF451,no,no,no,no,yes,no
FHL5,no,no,no,no,yes,no
CCNC,no,no,no,no,yes,no
ASCC3,no,no,no,no,yes,no
MED23,no,no,no,no,yes,no
GMNN,no,no,no,no,yes,no
EYA4,no,no,no,no,yes,no
PHF1,no,no,no,no,yes,no
MDFI,no,no,no,no,yes,no
TBP,no,no,no,no,yes,no
ERBIN,no,no,no,no,yes,no
BRD8,no,no,no,no,yes,no
FGF1,no,no,no,no,yes,no
WWC1,no,no,no,no,yes,no
TCERG1,no,no,no,no,yes,no
ACTR8,no,no,no,no,yes,no
KAT2B,no,no,no,no,yes,no
INO80D,no,no,no,no,yes,no
KCNIP3,no,no,no,no,yes,no
NCL,no,no,no,no,yes,no
INO80B,no,no,no,no,yes,no
PCGF1,no,no,no,no,yes,no
LOXL3,no,no,no,no,yes,no
KDM3A,no,no,no,no,yes,no
SMYD1,no,no,no,no,yes,no
FHL2,no,no,no,no,yes,no
TAF1B,no,no,no,no,yes,no
ORC2,no,no,no,no,yes,no
TRAK2,no,no,no,no,yes,no
SUMO1,no,no,no,no,yes,no
BCL9,no,no,no,no,yes,no
WDR77,no,no,no,no,yes,no
HDAC1,no,no,no,no,yes,no
ASH1L,no,no,no,no,yes,no
MAD2L2,no,no,no,no,yes,no
CTH,no,no,no,no,yes,no
TTF2,no,no,no,no,yes,no
PADI2,no,no,no,no,yes,no
KDM5B,no,no,no,no,yes,no
RBBP5,no,no,no,no,yes,no
DR1,no,no,no,no,yes,no
CENPF,no,no,no,no,yes,no
KMT2A,no,no,no,no,yes,no
TNP1,no,no,no,no,yes,no
CASP8AP2,no,no,no,no,yes,no
MED28,no,no,no,no,yes,no
ELL2,no,no,no,no,yes,no
HEATR1,no,no,no,no,yes,no
PHF19,no,no,no,no,yes,no
IRF2BPL,no,no,no,no,yes,no
SUPT7L,no,no,no,no,yes,no
ENY2,no,no,no,no,yes,no
EPC1,no,no,no,no,yes,no
TAF12,no,no,no,no,yes,no
KDM3B,no,no,no,no,yes,no
COPS5,no,no,no,no,yes,no
TRIM25,no,no,no,no,yes,no
PSPC1,no,no,no,no,yes,no
RNF2,no,no,no,no,yes,no
DPPA4,no,no,no,no,yes,no
ZMYM2,no,no,no,no,yes,no
LRIF1,no,no,no,no,yes,no
RWDD3,no,no,no,no,yes,no
RPAP2,no,no,no,no,yes,no
CBX3,no,no,no,no,yes,no
TAF1L,no,no,no,no,yes,no
TRIM24,no,no,no,no,yes,no
ECD,no,no,no,no,yes,no
DDX54,no,no,no,no,yes,no
MED13L,no,no,no,no,yes,no
WWP1,no,no,no,no,yes,no
PFDN5,no,no,no,no,yes,no
CDK2,no,no,no,no,yes,no
MORF4L2,no,no,no,no,yes,no
NMI,no,no,no,no,yes,no
RAP2C,no,no,no,no,yes,no
AGO2,no,no,no,no,yes,no
NCOA3,no,no,no,no,yes,no
CHD6,no,no,no,no,yes,no
H1-3,no,no,no,no,yes,no
MED20,no,no,no,no,yes,no
DEK,no,no,no,no,yes,no
CNOT1,no,no,no,no,yes,no
GTF2F1,no,no,no,no,yes,no
MED1,no,no,no,no,yes,no
CENPB,no,no,no,no,yes,no
CITED1,no,no,no,no,yes,no
RALY,no,no,no,no,yes,no
SSX1,no,no,no,no,yes,no
UXT,no,no,no,no,yes,no
PRDM7,no,no,no,no,yes,no
PIN1,no,no,no,no,yes,no
SIN3B,no,no,no,no,yes,no
SMARCA4,no,no,no,no,yes,no
KDM4B,no,no,no,no,yes,no
RNF6,no,no,no,no,yes,no
HAT1,no,no,no,no,yes,no
ELL3,no,no,no,no,yes,no
INO80,no,no,no,no,yes,no
ICE2,no,no,no,no,yes,no
CSRP3,no,no,no,no,yes,no
CCNT1,no,no,no,no,yes,no
AJUBA,no,no,no,no,yes,no
SNX6,no,no,no,no,yes,no
EAPP,no,no,no,no,yes,no
NEDD8,no,no,no,no,yes,no
ASH2L,no,no,no,no,yes,no
CDKN1C,no,no,no,no,yes,no
CDY2B,no,no,no,no,yes,no
CBFA2T3,no,no,no,no,yes,no
PHF10,no,no,no,no,yes,no
ELOF1,no,no,no,no,yes,no
SAFB2,no,no,no,no,yes,no
MLLT1,no,no,no,no,yes,no
ACTN4,no,no,no,no,yes,no
HELZ2,no,no,no,no,yes,no
TNNI2,no,no,no,no,yes,no
TAF4,no,no,no,no,yes,no
TRIM28,no,no,no,no,yes,no
MED18,no,no,no,no,yes,no
CCDC62,no,no,no,no,yes,no
DNMT1,no,no,no,no,yes,no
NOL11,no,no,no,no,yes,no
HABP4,no,no,no,no,yes,no
RBM39,no,no,no,no,yes,no
RLIM,no,no,no,no,yes,no
CHD1L,no,no,no,no,yes,no
DNAJB1,no,no,no,no,yes,no
RAF1,no,no,no,no,yes,no
TRIM5,no,no,no,no,yes,no
TRIM22,no,no,no,no,yes,no
RAN,no,no,no,no,yes,no
MYBBP1A,no,no,no,no,yes,no
LANCL2,no,no,no,no,yes,no
GPS2,no,no,no,no,yes,no
PRMT7,no,no,no,no,yes,no
POLR3F,no,no,no,no,yes,no
LPIN3,no,no,no,no,yes,no
ZMYM5,no,no,no,no,yes,no
CDK8,no,no,no,no,yes,no
CCNA1,no,no,no,no,yes,no
RFXAP,no,no,no,no,yes,no
TCEAL4,no,no,no,no,yes,no
BEX1,no,no,no,no,yes,no
KMT5C,no,no,no,no,yes,no
LGALS12,no,no,no,no,yes,no
MED10,no,no,no,no,yes,no
BTG1,no,no,no,no,yes,no
CCDC59,no,no,no,no,yes,no
DUSP26,no,no,no,no,yes,no
DPF2,no,no,no,no,yes,no
MEN1,no,no,no,no,yes,no
MED6,no,no,no,no,yes,no
LOXL2,no,no,no,no,yes,no
ELP3,no,no,no,no,yes,no
CDK7,no,no,no,no,yes,yes
PPHLN1,no,no,no,no,yes,no
CDC73,no,no,no,no,yes,no
CCNH,no,no,no,no,yes,no
KCTD1,no,no,no,no,yes,no
ELP2,no,no,no,no,yes,no
ARGLU1,no,no,no,no,yes,no
DTX1,no,no,no,no,yes,no
LMO2,no,no,no,no,yes,no
PHF21A,no,no,no,no,yes,no
EGLN1,no,no,no,no,yes,no
TAF5L,no,no,no,no,yes,no
DHX9,no,no,no,no,yes,no
EPC2,no,no,no,no,yes,no
MED4,no,no,no,no,yes,no
ALPK3,no,no,no,no,yes,no
BRIP1,no,no,no,no,yes,no
SKIL,no,no,no,no,yes,no
SAP130,no,no,no,no,yes,no
CDK9,no,no,no,no,yes,no
NIBAN2,no,no,no,no,yes,no
ANP32B,no,no,no,no,yes,no
SPAG8,no,no,no,no,yes,no
PIM1,no,no,no,no,yes,no
TAF8,no,no,no,no,yes,no
ARRB1,no,no,no,no,yes,no
TGS1,no,no,no,no,yes,no
TRIM29,no,no,no,no,yes,no
SLTM,no,no,no,no,yes,no
RTF1,no,no,no,no,yes,no
PAK6,no,no,no,no,yes,no
GTF2B,no,no,no,no,yes,no
BRDT,no,no,no,no,yes,no
ASCC1,no,no,no,no,yes,no
NAB1,no,no,no,no,yes,no
CIR1,no,no,no,no,yes,no
PARP9,no,no,no,no,yes,no
CNOT6L,no,no,no,no,yes,no
ANP32D,no,no,no,no,yes,no
TDG,no,no,no,no,yes,no
RITA1,no,no,no,no,yes,no
BRCA2,no,no,no,no,yes,no
SETD1B,no,no,no,no,yes,no
GTF2A2,no,no,no,no,yes,no
TLE3,no,no,no,no,yes,no
ANP32A,no,no,no,no,yes,no
WDR61,no,no,no,no,yes,no
NCOA2,no,no,no,no,yes,no
PML,no,no,no,no,yes,no
TGFB1I1,no,no,no,no,yes,no
MED9,no,no,no,no,yes,no
MYOCD,no,no,no,no,yes,no
UTP4,no,no,no,no,yes,no
TOB1,no,no,no,no,yes,no
SKAP1,no,no,no,no,yes,no
BCAS3,no,no,no,no,yes,no
SS18,no,no,no,no,yes,no
TAF4B,no,no,no,no,yes,no
RPRD1A,no,no,no,no,yes,no
PELP1,no,no,no,no,yes,no
ARRB2,no,no,no,no,yes,no
CBX8,no,no,no,no,yes,no
CBX4,no,no,no,no,yes,no
ERBB2,no,no,no,no,yes,no
WTIP,no,no,no,no,yes,no
NLRP12,no,no,no,no,yes,no
PEX14,no,no,no,no,yes,no
ZNF593,no,no,no,no,yes,no
WDTC1,no,no,no,no,yes,no
ITGB3BP,no,no,no,no,yes,no
BCL10,no,no,no,no,yes,no
MTF2,no,no,no,no,yes,no
CREG1,no,no,no,no,yes,no
DCAF6,no,no,no,no,yes,no
ANP32E,no,no,no,no,yes,no
TAF1A,no,no,no,no,yes,no
SMYD2,no,no,no,no,yes,no
ILF2,no,no,no,no,yes,no
VGLL4,no,no,no,no,yes,no
CTDSP1,no,no,no,no,yes,no
CNOT9,no,no,no,no,yes,no
EAF1,no,no,no,no,yes,no
LIMD1,no,no,no,no,yes,no
NFKBIZ,no,no,no,no,yes,no
MED12L,no,no,no,no,yes,no
DCAF1,no,no,no,no,yes,no
EAF2,no,no,no,no,yes,no
DGKQ,no,no,no,no,yes,no
CAMK2D,no,no,no,no,yes,no
CCNA2,no,no,no,no,yes,no
SETD7,no,no,no,no,yes,no
SSBP2,no,no,no,no,yes,no
BDP1,no,no,no,no,yes,no
GTF2H2,no,no,no,no,yes,no
BTF3,no,no,no,no,yes,no
TNIP1,no,no,no,no,yes,no
TENM2,no,no,no,no,yes,no
ABT1,no,no,no,no,yes,no
PHIP,no,no,no,no,yes,no
PNRC1,no,no,no,no,yes,no
CASK,no,no,no,no,yes,no
KDM6A,no,no,no,no,yes,no
HDAC8,no,no,no,no,yes,no
